"Name";"MachineID";"SerialNumber";"MACAddress";"DeviceOS";"DeviceOSBuild";"IsActive";"ClientVersion";"ClientActiveStatus";"ClientRemediationSuccess";"IsVirtualMachine";"ADSiteName";"LastSuccessSyncTimeUTC";"LastStatusMessage";"LastMPServerName";"LastPolicyRequest";"LastDDR";"LastHardwareScan";"LastSoftwareScan";"LastActiveTime";"LastClientCheckTime";"ClientCheckPass";"OperatingSystem";"LastLogon";"whenCreated"
"TEST";"2097156083";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"11.03.2019 10:45:08";"14.02.2019 10:12:04"
"SCCMUS";"2097156087";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"07.02.2023 10:50:38";"19.10.2022 10:32:55"
"ATZLVUL";"2097156077";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"21.02.2023 22:50:01";"12.10.2022 13:02:24"
"AZEU-JH-01";"2097156078";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 11 Enterprise";"20.04.2023 16:10:18";"20.04.2023 16:10:17"
"SCCMTR";"2097155748";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"30.08.2023 14:14:22";"26.04.2021 13:20:22"
"SCCMIN";"2097156154";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"20.09.2023 12:55:35";"03.08.2022 11:00:23"
"SCCMVA";"2097156155";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"21.09.2023 08:43:21";"26.04.2021 13:21:59"
"SCCMKK";"2097155832";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Maschinenbau";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"22.09.2023 01:17:46";"26.04.2021 12:02:49"
"ISE-TEST03";"2097156158";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"27.09.2023 07:26:06";"15.09.2023 07:43:02"
"ISE-TEST04";"2097156159";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"27.09.2023 07:26:17";"15.09.2023 09:28:56"
"ISE-TEST05";"2097156160";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"27.09.2023 07:26:18";"15.09.2023 09:31:26"
"A4O-01";"2097156189";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"17.10.2023 20:53:53";"28.08.2023 16:44:04"
"A4O-02";"2097156188";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"17.10.2023 22:46:18";"28.08.2023 16:44:05"
"ATUBVUL";"2097156226";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"02.11.2023 07:43:50";"10.03.2022 10:11:17"
"AZEU-AMS-KB-01";"2097156235";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 11 Enterprise multi-session";"08.11.2023 08:36:22";"06.10.2023 10:47:53"
"PC1282";"2097156255";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"20.11.2023 05:43:56";"09.03.2023 14:45:18"
"LP600";"2097156253";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"20.11.2023 07:51:57";"08.10.2020 15:23:53"
"LP478";"2097156251";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"20.11.2023 07:57:33";"30.05.2018 14:47:47"
"TAB054";"2097156263";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"22.11.2023 15:33:35";"22.11.2023 15:33:35"
"TAB053";"2097156262";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"22.11.2023 15:34:25";"22.11.2023 15:34:25"
"PC684";"2097156261";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"26.11.2023 16:03:54";"05.12.2018 13:36:54"
"PC1432";"2097156281";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"04.12.2023 13:42:47";"24.11.2023 13:09:43"
"TAB059";"2097156272";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"04.12.2023 16:45:04";"04.12.2023 16:45:04"
"PC1435";"2097156284";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"07.12.2023 08:37:23";"27.11.2023 07:22:27"
"PC1207";"2097156278";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"12.12.2023 11:08:57";"10.10.2022 10:35:21"
"PC1441";"2097156283";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"12.12.2023 13:51:26";"12.12.2023 13:51:26"
"PC1301";"2097156279";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Varazdin";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"13.12.2023 08:37:04";"13.12.2023 08:37:04"
"PC1302";"2097156280";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"13.12.2023 12:00:47";"13.12.2023 12:00:47"
"LP889";"2097156294";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"Maschinenbau";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"14.12.2023 12:40:24";"29.11.2022 11:14:05"
"LP574";"2097156326";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"15.12.2023 07:20:27";"04.05.2020 16:16:51"
"AZEU-AMS-RP-01";"2097156276";"";"";"Microsoft Windows NT Workstation 10.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Windows 10 Pro";"15.12.2023 08:30:39";"15.12.2023 08:30:35"
